과목,번호,구분,질문,정답,키워드(빈칸),오답보기
"운동영양학",24,"PART 4 · 아미노산 및 보충제","글루타민에 대해 설명하시오.","비필수 아미노산 / 효과: 면역력 강화·근손실 방지 / 고강도 훈련 시 조건부 필수 아미노산으로 작용","비필수 아미노산 / 면역력 강화·근손실 방지 / 조건부 필수 아미노산","필수 아미노산 / 지방 연소·피로 감소 / 일반 필수 / 비필수 아미노산 / 지방 연소·피로 감소 / 조건부 필수 / 준필수 아미노산 / 근손실 방지·혈관 확장 / 조건부 필수"
"운동영양학",25,"PART 4 · 아미노산 및 보충제","아르기닌의 효과를 설명하시오.","준필수 아미노산 / 효과: 혈관 확장·혈류 증가 / 근육 펌핑 효과","준필수 아미노산 / 혈관 확장·혈류 증가 / 근육 펌핑","비필수 아미노산 / 혈관 수축·혈압 상승 / 지방 연소 / 필수 아미노산 / 혈관 확장·혈류 증가 / 근손실 방지 / 준필수 아미노산 / ATP 재합성 / 근육 펌핑"
"운동영양학",26,"PART 4 · 아미노산 및 보충제","아나볼릭 스테로이드에 대해 설명하시오.","단백질 동화 촉진으로 근육 강화 / 세계 도핑방지규약 금지 약물 / 부작용: 심혈관 질환·호르몬 불균형","단백질 동화 촉진 / 세계 도핑방지규약 금지 / 심혈관 질환·호르몬 불균형","지방 동화 촉진 / IOC 금지 / 근손실·탈수 / 단백질 동화 촉진 / 국내법 금지 / 심혈관 질환 / 탄수화물 동화 촉진 / 세계 도핑방지규약 금지 / 호르몬 불균형"
"운동영양학",27,"PART 4 · 아미노산 및 보충제","엘 카르니틴에 대해 설명하시오.","지방산→미토콘드리아 운반하여 에너지 전환 / 효과: 지방 연소 촉진·피로 감소","지방산→미토콘드리아 운반 / 지방 연소 촉진·피로 감소","단백질→미토콘드리아 운반 / 근육 회복 / 지방산→세포핵 운반 / 지방 연소·근력 향상 / 포도당→미토콘드리아 운반 / 지방 연소"
"운동영양학",28,"PART 4 · 아미노산 및 보충제","DHA에 대해 설명하시오.","고도 불포화 지방산 / 효과: 두뇌 활동 활성화·혈중 콜레스테롤 저하","고도 불포화 지방산 / 두뇌 활동 활성화·혈중 콜레스테롤 저하","단순 불포화 지방산 / 근육 회복·혈당 조절 / 포화 지방산 / 두뇌 활동·면역력 강화 / 고도 불포화 지방산 / 혈당 조절·지방 연소"
"운동영양학",29,"PART 4 · 아미노산 및 보충제","크레아티닌에 대해 설명하시오.","크레아틴 대사 산물 / 소변으로 배설 / 신장 기능 지표로 활용","크레아틴 대사 산물 / 신장 기능 지표","글루타민 대사 산물 / 간 기능 지표 / 크레아틴 전구체 / 간 기능 지표 / 크레아틴 대사 산물 / 간 기능 지표"
"운동영양학",30,"PART 4 · 아미노산 및 보충제","글루탐산에 대해 설명하시오.","비필수 아미노산 / 효과: 근육 합성 촉진·면역체계 활성화 / 신장 이상 시 주의","비필수 아미노산 / 근육 합성 촉진·면역체계 활성화 / 신장 이상 시 주의","필수 아미노산 / 지방 분해·면역 활성화 / 간 이상 시 주의 / 비필수 아미노산 / ATP 재합성·면역 활성화 / 신장 이상 시 주의 / 조건부 필수 아미노산 / 근육 합성·혈관 확장 / 심장 이상 시 주의"
"운동영양학",31,"PART 5 · 식이 전략","포도당과 글리코겐에 대해 설명하시오.","포도당(단당류·즉각 에너지원) / 글리코겐(간·근육 저장 형태), 필요 시 포도당으로 분해","포도당(단당류·즉각 에너지원) / 글리코겐(간·근육 저장 형태)","포도당(이당류) / 글리코겐(혈액 저장) / 과당(단당류) / 글리코겐(근육 저장) / 포도당(다당류) / 글리코겐(지방 저장)"
"운동영양학",32,"PART 5 · 식이 전략","카보로딩(글리코겐 로딩)에 대해 설명하시오.","근 글리코겐 저장량 극대화를 위해 경기·고강도 운동 전 탄수화물 대량 섭취하는 방법","근 글리코겐 저장량 극대화 / 경기·고강도 운동 전 탄수화물 대량 섭취","체지방 저장량 극대화 / 경기 후 탄수화물 섭취 / 근 글리코겐 저장 / 경기 전 단백질 대량 섭취 / 혈당 극대화 / 경기 중 탄수화물 섭취"
"운동영양학",33,"PART 5 · 식이 전략","단백질 섭취 시기를 설명하시오.","운동 후 30분~1시간 이내가 최적 / 이 시간대를 기회의 창이라 함 / 동화작용 활성화로 근육 회복·성장","운동 후 30분~1시간 이내 / 기회의 창 / 동화작용 활성화","운동 전 30분 / 준비의 창 / 이화작용 활성화 / 운동 후 2~3시간 / 회복의 창 / 동화작용 활성화 / 운동 후 30분~1시간 / 골든타임 / 이화작용 활성화"
"운동영양학",34,"PART 5 · 식이 전략","운동 1시간 전 탄수화물을 섭취하는 이유를 설명하시오.","혈당·글리코겐 보충으로 운동 에너지 확보 / 직전 섭취 시 인슐린 과분비·혈당 급강하 방지를 위해 1시간 전 권장","혈당·글리코겐 보충 / 인슐린 과분비·혈당 급강하 방지","단백질 보충 / 글루카곤 과분비 방지 / 혈당 보충 / 코르티솔 과분비 방지 / 글리코겐 보충 / 인슐린 과분비 방지 위해 운동 직전 섭취"
"운동영양학",35,"PART 5 · 식이 전략","공복 상태에서 고강도 운동을 피해야 하는 이유를 설명하시오.","혈당·글리코겐 부족으로 수행 능력 저하 / 근단백질 분해·근손실 발생 / 저혈당 증상(어지러움·두통) 위험","혈당·글리코겐 부족 / 근단백질 분해·근손실 / 저혈당 증상","체온 저하 / 지방 과다 연소 / 고혈당 / 혈당 과잉 / 글리코겐 과다 / 근비대 / 혈당 부족 / 지방 분해 증가 / 저혈압"
"운동영양학",36,"PART 5 · 식이 전략","근력 운동 후 영양 섭취 방법을 설명하시오.","운동 후 30분~1시간 이내 섭취 / 단백질(근육 회복·성장) + 탄수화물(글리코겐 보충) 함께","운동 후 30분~1시간 이내 / 단백질(근육 회복·성장) / 탄수화물(글리코겐 보충)","운동 후 3시간 이내 / 지방 위주 섭취 / 단백질(글리코겐 보충) / 운동 직후 / 단백질만 섭취 / 탄수화물(에너지 보충) / 운동 전 30분 / 단백질+탄수화물 / 지방(글리코겐 보충)"
"운동영양학",37,"PART 5 · 식이 전략","에너지 섭취 부족 시 여성에게 발생할 수 있는 증상 3가지를 말하시오.","생리불순 / 골다공증 / 빈혈","생리불순 / 골다공증 / 빈혈","탈수 / 고혈압 / 비만"
"운동영양학",38,"PART 5 · 식이 전략","알코올 섭취가 운동 수행 능력에 미치는 영향을 설명하시오.","반응 시간 저하 / 신체 탈수 / 균형 감각 저하 / 근육 성장 방해 / 심혈관계 지구력 저하","반응 시간 저하 / 신체 탈수 / 균형 감각 저하 / 근육 성장 방해 / 심혈관계 지구력 저하","근력 향상 / 집중력 향상 / 혈당 증가"
"운동영양학",39,"PART 5 · 식이 전략","트레이닝을 위한 필요 칼로리를 설명하시오.","일반 성인 일상: 2,000~2,500kcal / 트레이닝 중: 3,000~3,500kcal","2,000~2,500kcal / 3,000~3,500kcal","1,500~2,000kcal / 2,500~3,000kcal / 2,000~2,500kcal / 2,500~3,000kcal / 2,500~3,000kcal / 3,500~4,000kcal"
"운동영양학",40,"PART 5 · 식이 전략","보충제 1회 섭취 권장량을 말하시오.","남성 30g / 여성 20g 이하","남성 30g / 여성 20g","남성 20g / 여성 10g / 남성 40g / 여성 30g / 남성 50g / 여성 20g"
"운동영양학",41,"PART 5 · 식이 전략","시합 전 수분 조절 방법을 설명하시오.","1~2주 전 충분한 수분 섭취 / 하루 전 수분 조절·근육 선명도 향상","1~2주 전 충분한 수분 섭취 / 하루 전 수분 조절·근육 선명도 향상","시합 당일 수분 과다 섭취 / 근육 이완 / 1~2주 전 수분 제한 / 체중 감량 / 시합 직전 수분 보충 / 근육 선명도 향상"
"운동영양학",42,"PART 5 · 식이 전략","당뇨병의 종류를 설명하시오.","제1형(인슐린 생산 불가·소아 발병) / 제2형(인슐린 저항성·가장 빈번)","제1형(인슐린 생산 불가·소아 발병) / 제2형(인슐린 저항성·가장 빈번)","제1형(인슐린 저항성) / 제2형(인슐린 생산 불가) / 제1형(성인 발병) / 제2형(소아 발병) / 제1형(글루카곤 과다) / 제2형(인슐린 저항성)"
"운동영양학",43,"PART 5 · 식이 전략","음식물 섭취 후 입에서 위까지의 소화 과정을 설명하시오.","① 구강: 아밀라아제(탄수화물 분해) → ② 식도 이동 → ③ 위: 위산·펩신(단백질 분해)","아밀라아제(탄수화물 분해) / 위산·펩신(단백질 분해)","리파아제(탄수화물) / 담즙(단백질) / 아밀라아제(지방) / 위산·펩신(탄수화물) / 펩신(탄수화물) / 위산·아밀라아제(단백질)"
"보디빌딩 규정",1,"PART 1 · IFBB 일반규정","보디빌딩의 창시자와 국내 보급자를 말하시오.","창시자: 유젠 산도우 (19세기 독일 태생) / 국내 보급: 문곡 서상천 선생 (역도와 함께 보디빌딩 전파)","유젠 산도우 / 문곡 서상천","아놀드 슈워제네거 / 찰스 아틀라스 / 조 웨이더"
"보디빌딩 규정",2,"PART 1 · IFBB 일반규정","보디빌딩 종목별 IFBB 총회 공식 인정 연도와 장소를 말하시오.","남자 보디빌딩: 1970년 유고슬라비아 베오그라드 / 여자 보디빌딩: 1982년 벨기에 브뤼헤 / 보디 피트니스: 2002년 이집트 카이로 / 클래식 보디빌딩: 2005년 중국 상하이 / 비키니: 2010년 아제르바이잔 바쿠 / 남녀 피지크: 2012년 에콰도르 과야킬 / 남자 클래식 피지크: 2018년 스페인 베니돔","남자 보디빌딩: 1970년 유고슬라비아 베오그라드 / 여자 보디빌딩: 1982년 벨기에 브뤼헤 / 보디 피트니스: 2002년 이집트 카이로 / 클래식 보디빌딩: 2005년 중국 상하이 / 비키니: 2010년 아제르바이잔 바쿠 / 남녀 피지크: 2012년 에콰도르 과야킬 / 남자 클래식 피지크: 2018년 스페인 베니돔","클래식 보디빌딩: 2002년 이집트 카이로 / 비키니: 2012년 에콰도르 과야킬 / 남자 피지크: 2010년 아제르바이잔 바쿠"
"보디빌딩 규정",3,"PART 1 · IFBB 일반규정","보디빌딩과 역도의 차이를 설명하시오.","보디빌딩: 근비대 목적·최대 근력 70~85%·1세트 8~12회·균형 잡힌 육체미 심사 / 역도: 파워·힘 목적·최대 근력 80% 이상·1세트 1~3회·무게 들어 올리기 심사","근비대 / 70~85% / 파워·힘 / 80% 이상","근지구력 / 순발력 / 85~95% / 60~70%"
"보디빌딩 규정",4,"PART 1 · IFBB 일반규정","보디빌딩의 효과를 설명하시오.","근력·근지구력·심폐지구력·유연성 향상 / 체지방 감소 / 자세 교정","근력 향상 / 근지구력 향상 / 심폐지구력 향상 / 유연성 향상 / 체지방 감소 / 자세 교정","순발력 향상 / 골밀도 감소 / 심박수 증가"
"보디빌딩 규정",5,"PART 1 · IFBB 일반규정","세계선수권대회에서 한 체급 출전 선수가 5명 미만인 경우 처리 방법을 설명하시오.","다음 상위 체급과 통합 / 통합 후에도 5명 미만 시 타이틀·메달 미수여 / 2년 연속 5명 미만 시 체급 삭제 가능","상위 체급과 통합 / 타이틀·메달 미수여 / 2년 연속","하위 체급과 통합 / 메달만 수여 / 3년 연속 / 즉시 폐지"
"보디빌딩 규정",6,"PART 1 · IFBB 일반규정","계체에 실패한 선수에게 주어지는 시간과 미복귀 시 처리는?","최대 30분 제공 / 30분 내 미복귀 시 경기 참가 불가 / 복귀 책임은 선수에게 있음","최대 30분 / 경기 참가 불가","최대 15분 / 최대 60분 / 즉시 실격 / 하위 체급 변경"
"보디빌딩 규정",7,"PART 1 · IFBB 일반규정","선택 체급 제한 체중을 초과한 선수는 어떻게 되는가?","다음 상위 체급 출전 가능","다음 상위 체급 출전 가능","즉시 실격 / 하위 체급으로 변경 가능 / 30분 내 감량 후 재측정"
"보디빌딩 규정",8,"PART 1 · IFBB 일반규정","예선 라운드 진행 기준과 통과 인원을 설명하시오.","15명 초과 시 예선 라운드 진행 / 상위 15명 제1라운드 진출 / 필요 시 심판위원장이 10~17명으로 조정 가능","15명 초과 / 상위 15명","10명 초과 / 20명 초과 / 상위 6명 / 상위 10명"
"보디빌딩 규정",9,"PART 1 · IFBB 일반규정","준결선(제1라운드) 생략 기준과 결선 진출 인원을 설명하시오.","7명 이하 시 제1라운드 생략 / 상위 6명 결선 진출·0점으로 시작","7명 이하 / 상위 6명 / 0점","5명 이하 / 10명 이하 / 상위 8명 / 상위 3명"
"보디빌딩 규정",10,"PART 1 · IFBB 일반규정","결선 채점 방식과 최종 순위 결정 방법을 설명하시오.","심판 9명이 1~6위 순위 부여 / 최종 점수 가장 낮은 선수가 1위 / 동일 순위 부여 불가","9명 / 낮은","6명 / 7명 / 높은 / 중간"
"보디빌딩 규정",11,"PART 1 · IFBB 일반규정","허용되는 남자 종목 간 중복 출전 조합을 설명하시오.","① 게임즈 클래식-클래식 보디빌딩-클래식 피지크-보디빌딩 / ② 남자 피트니스-남자 피지크","보디빌딩 / 남자 피지크","비키니 / 피지크 / 클래식 피지크 / 남자 피트니스"
"보디빌딩 규정",12,"PART 1 · IFBB 일반규정","공식 선수 등록(계체) 시 반드시 지참해야 할 서류·물품을 설명하시오.","유효한 IFBB 국제 카드 / 유효한 여권 또는 사진 포함 신분증 / 음악 CD(선수 이름·시작 부분 표시) 또는 MP3 USB","유효한 IFBB 국제 카드 / 유효한 여권 또는 사진 포함 신분증 / 음악 CD(선수 이름·시작 부분 표시) 또는 MP3 USB","도핑 검사 결과서 / 체지방 측정 결과지 / 소속 국가 추천서"
"보디빌딩 규정",13,"PART 1 · IFBB 일반규정","포즈용 음악에 불경하거나 저속한 언어가 포함된 경우 처리 방법은?","심판위원장이 즉시 음악 중지·무대 퇴장 지시 / 재포즈 기회 없음·해당 라운드 0점","무대 퇴장 / 없음 / 0점","경고 / 음악 교체 / 있음 / 절반 감점"
"보디빌딩 규정",14,"PART 1 · IFBB 일반규정","IFBB 국제 대회 시상식 선수 호명 순서를 설명하시오.","6위부터 역순 호명 / 6위: 시상대 왼편, 5위: 오른편 → 4·3·2·1위 순","역순 / 왼편 / 오른편","정순 / 중앙 / 뒤쪽"
"보디빌딩 규정",15,"PART 1 · IFBB 일반규정","시상식에서 결과에 불만을 드러내거나 무대를 조기에 떠나는 경우 처리는?","실격 처리 / 메달·상 수령 후 사진 촬영 종료까지 참여 의무","실격 처리","경고 후 다음 대회 출전 제한 / 점수 감점 / 해당 순위 박탈 후 재심사"
"보디빌딩 규정",16,"PART 1 · IFBB 일반규정","IFBB 대회 오버롤 진행 시기와 방식을 설명하시오.","마지막 체급 시상식 직후 진행 / 채점지 6으로 전 선수 순위 부여","마지막 체급 / 6","첫 체급 / 경기 시작 전 / 1 / 3"
"보디빌딩 규정",17,"PART 1 · IFBB 일반규정","IFBB 국제 대회 무대 최적 규격을 설명하시오.","높이 80~100cm / 너비 16~24m·깊이 6~8m / 회색 카펫·중간색 배경(무광택 진한 파란색 또는 검은색)","80~100cm / 16~24m / 6~8m / 회색","60cm / 100~120cm / 10~15m / 4~6m / 파란색"
"보디빌딩 규정",18,"PART 1 · IFBB 일반규정","무대 조명 기준을 설명하시오.","평균 밝기 4,500~5,000럭스 / 그늘진 구역 없어야 함 / 전체 라인업 조명·무대 중앙 집중 조명 2가지 설정","4,500~5,000럭스 / 없어야 / 2가지","2,000~3,000럭스 / 있어도 됨 / 1가지 / 3가지"
"보디빌딩 규정",19,"PART 1 · IFBB 일반규정","탈의실 접근 및 무대 뒤 출입 규정을 설명하시오.","필수 인력으로 엄격히 제한 / 배우자·가족·친척 접근 불가 / 코치·트레이너는 선수와 동일 성별이어야 함 / 카메라·영상 장치 반입 금지","필수 인력 / 접근 불가 / 동일 성별","누구나 / 접근 가능 / 다른 성별 / 성별 무관"
"보디빌딩 규정",20,"PART 1 · IFBB 일반규정","컬러링(무대 태닝) 규정을 설명하시오.","탄·브론저 사용 금지(지워지면 무대 입장 불가) / 인공 착색·셀프 태닝 허용(예선 24시간 전 이후) / 메탈릭 펄·황금빛·광택 제품 엄격히 금지","금지 / 24시간","허용 / 12시간 / 48시간 / 권장"
"보디빌딩 규정",21,"PART 1 · IFBB 일반규정","남자 대회 공통 복장 금지 사항을 설명하시오.","결혼반지 제외 악세서리 금지 / 임플란트·액상 주사 금지 / 탄·브론저 금지 / 패딩 처리 금지","결혼반지 제외 악세서리(신발·안경·시계·귀걸이 등) 금지 / 임플란트·액상 주사로 신체 형태 변형 금지 / 지워지는 탄·브론저 사용 금지 / 패딩 처리 금지","문신 금지 / 기하학적 무늬 금지 / 단색 이외 복장 금지"
"보디빌딩 규정",22,"PART 1 · IFBB 일반규정","경기 대기 및 무대 관련 주의사항을 설명하시오.","체급 시작 45분 전까지 준비 구역 도착 / 호명 시 불참 시 탈락 가능 / 무대 위 껌·음식·음료 금지","45분 / 탈락 / 금지","30분 / 60분 / 경고 / 허용"
"보디빌딩 규정",23,"PART 1 · IFBB 일반규정","보디빌딩 심판 구성을 설명하시오.","심판위원장 1명·심판장 1명·심판원 9명 / 여성 심사 시 여성 심판 4명 이상 / 각 심판원에 예비 심판원 배정","9명 / 4명 이상","7명 / 5명 / 2명 이상 / 6명 이상"
"보디빌딩 규정",24,"PART 1 · IFBB 일반규정","IFBB 국제 심판 등급 체계(C→B→A)를 설명하시오.","C등급: 세미나+이론시험+실기시험 / B등급: 3년 연속 3회 이상 또는 2년 연속 12회 이상+세미나 / A등급: B등급과 동일 기준 충족+세미나","실기 / 3년 3회 / 동일","면접 / 1년 1회 / 2년 2회 / 다른"
"보디빌딩 규정",25,"PART 1 · IFBB 일반규정","IFBB 심판이 즉시 퇴출되는 행위 5가지를 말하시오.","다른 심판과의 담화 / 다른 심판 결정에 영향 시도 / 심사 중 사진 촬영 / 선수 코칭 / 주류 음용 또는 마약·주류 영향 하에 심사","다른 심판과의 담화 / 다른 심판의 결정에 영향을 미치려는 시도 / 심사 중 사진 촬영 / 출전 선수 코칭 / 주류 음용 또는 마약·주류 영향 하에 심사","심판 복장 규정 위반 / 채점지 분실 / 심판석 이탈"
"보디빌딩 규정",26,"PART 1 · IFBB 일반규정","코치를 겸하는 IFBB 심판이 본인이 지도하는 선수가 무대에 오를 때 해야 할 행동은?","심판위원석을 떠나야 함 / 은폐 시 1차 1년 자격정지·2차 2년·3차 영구 삭제","심판위원석 / 1차 1년","관중석 / 대기실 / 1차 6개월 / 1차 2년"
"보디빌딩 규정",27,"PART 1 · IFBB 일반규정","쿼터턴만 있는 종목 3가지를 말하시오.","남자 피지크 / 여자 보디 피트니스 / 여자 비키니","남자 피지크 / 여자 보디 피트니스 / 여자 비키니","남자 클래식 피지크 / 여자 피지크 / 남자 보디빌딩"
"보디빌딩 규정",28,"PART 2 · 남자 보디빌딩","남자 보디빌딩이 IFBB 공식 종목으로 인정받은 연도와 장소는?","1970년 / 유고슬라비아 베오그라드 IFBB 국제 총회","1970년 / 유고슬라비아 베오그라드","1968년 / 1982년 / 미국 뉴욕 / 벨기에 브뤼헤"
"보디빌딩 규정",29,"PART 2 · 남자 보디빌딩","여자 보디빌딩 공식 인정 연도·장소와 이후 변경 사항을 설명하시오.","1982년 벨기에 브뤼헤 인정 / 2013년 모로코 마라케시에서 여자 피지크로 대체","1982년 / 2013년 / 여자 피지크","1980년 / 1985년 / 2010년 / 여자 비키니 / 여자 피트니스"
"보디빌딩 규정",30,"PART 2 · 남자 보디빌딩","남자 보디빌딩 시니어 체급 9개를 말하시오.","Bantam(65↓) / Light(70↓) / Welter(75↓) / Light-Middle(80↓) / Middle(85↓) / Super-Middle(90↓) / Light-Heavy(95↓) / Heavy(100↓) / Super-Heavy(100↑)","Bantamweight (65kg↓) / Lightweight (70kg↓) / Welterweight (75kg↓) / Light-Middleweight (80kg↓) / Middleweight (85kg↓) / Super-Middleweight (90kg↓) / Light-Heavyweight (95kg↓) / Heavyweight (100kg↓) / Super-Heavyweight (100kg↑)","Featherweight (60kg↓) / Cruiserweight (88kg↓) / Super-Heavyweight (105kg↑)"
"보디빌딩 규정",31,"PART 2 · 남자 보디빌딩","남자 보디빌딩 주니어 체급을 연령대별로 설명하시오.","16~20세: 오픈 체급 1개 / 21~23세: Lightweight(75kg↓)·Heavyweight(75kg↑)","오픈 체급 / 75kg","2개 체급 / 3개 체급 / 70kg / 80kg"
"보디빌딩 규정",32,"PART 2 · 남자 보디빌딩","남자 보디빌딩 경기 라운드 구성을 설명하시오.","예선 라운드(규정포즈 4개) → 제1라운드(규정포즈 4개+7개 비교심사) → 제2라운드(규정포즈 7개×2+포즈다운) → 제3라운드(자유포즈 최대 60초)","4개 / 7개 / 포즈다운 / 60초","3개 / 5개 / 8개 / 쿼터턴 / 30초 / 90초"
"보디빌딩 규정",33,"PART 2 · 남자 보디빌딩","남자 보디빌딩 예선 라운드 규정포즈 4개를 말하시오.","Front Double Biceps / Side Chest / Back Double Biceps / Abdominals & Thighs","Front Double Biceps / Side Chest / Back Double Biceps / Abdominals & Thighs","Front Lat Spread / Back Lat Spread / Side Triceps"
"보디빌딩 규정",34,"PART 2 · 남자 보디빌딩","남자 보디빌딩 제1라운드 규정포즈 7개를 말하시오.","Front Double Biceps / Front Lat Spread / Side Chest / Back Double Biceps / Back Lat Spread / Side Triceps / Abdominals & Thighs","Front Double Biceps / Front Lat Spread / Side Chest / Back Double Biceps / Back Lat Spread / Side Triceps / Abdominals & Thighs","Vacuum Pose / Classic Pose / Most Muscular"
"보디빌딩 규정",35,"PART 2 · 남자 보디빌딩","남자 보디빌딩 제3라운드(자유포즈) 심사 기준을 설명하시오.","음악에 맞춰 육체미 표현 / 육체미 50%+개인 자유포즈 50% / Moon포즈·복장 당기기 금지","음악 / 50%","규정포즈 / 심판 구호 / 30% / 70%"
"보디빌딩 규정",36,"PART 2 · 남자 보디빌딩","남자 보디빌딩 복장 규정을 설명하시오.","단색 불투명 트렁크 / 대둔근 3/4 이상·전면·측면 5cm / 패딩 금지·임플란트 금지","트렁크 / 3/4 / 5cm","체조용 반바지 / 보드 반바지 / 전체 / 1/2 / 15cm / 10cm"
"보디빌딩 규정",37,"PART 2 · 남자 보디빌딩","남자 보디빌딩 최종 점수 계산 방식을 설명하시오.","최종 점수 = 제2라운드 하위점수 + 제3라운드 하위점수 / 낮은 점수가 1위","하위점수 / 낮은","상위점수 / 평균점수 / 높은 / 중간"
"보디빌딩 규정",38,"PART 2 · 남자 보디빌딩","남자 보디빌딩 감점 요인에 해당하는 신체 조건은?","부풀어 오른 배·부자연스러운 근육 형태 / 여성형 유방·과도한 체지방 → 심판위원장이 실격 가능","부풀어 오른 배 / 여성형 유방","낮은 체지방 / 선명한 혈관 / 탄탄한 근육 / 균형 잡힌 체격"
"보디빌딩 규정",39,"PART 2 · 남자 보디빌딩","예선 심사와 비교 심사의 차이를 설명하시오.","예선 심사: 전체 체격 비율·대칭·근육 크기와 우수성 / 비교 심사: 근육군 세밀 평가·밀도·선명도 비교","비율·대칭 / 밀도·선명도","복장 검사 / 체중 측정 / 포즈 정확도 / 무대 매너"
"보디빌딩 규정",40,"PART 3 · 남자 클래식 보디빌딩","남자 클래식 보디빌딩이 IFBB 공식 종목으로 인정받은 연도와 장소는?","2005년 11월 27일 / 중국 상하이 IFBB 총회","2005년 11월 27일 / 중국 상하이","2002년 / 2010년 / 이집트 카이로 / 스페인 베니돔"
"보디빌딩 규정",41,"PART 3 · 남자 클래식 보디빌딩","남자 게임즈 클래식 보디빌딩이 인정받은 연도와 클래식 보디빌딩과의 차이는?","2016년 스페인 베니돔 인정 / 체중 상한이 더 낮음(근육을 덜 발달시키는 선수 대상)","2016년 / 낮음","2018년 / 2014년 / 높음 / 동일"
"보디빌딩 규정",42,"PART 3 · 남자 클래식 보디빌딩","남자 클래식 보디빌딩 시니어 체급별 최대 체중 공식을 설명하시오.","Class A(168↓): (신장-100)+0 / B(171↓): +2 / C(175↓): +4 / D(180↓): +7 / E(180↑): 180~188cm: +9 / 188~196cm: +11 / 196↑: +13","Class A(168↓): (신장-100)+0 / Class B(171↓): (신장-100)+2 / Class C(175↓): (신장-100)+4 / Class D(180↓): (신장-100)+7 / Class E(180↑): (신장-100)+9~+13","Class A(168↓): (신장-100)+2 / Class B(171↓): (신장-100)+4 / Class D(180↓): (신장-100)+9"
"보디빌딩 규정",43,"PART 3 · 남자 클래식 보디빌딩","남자 클래식 보디빌딩 경기 라운드 구성을 설명하시오.","남자 보디빌딩과 동일한 4개 라운드 / 예선 라운드는 15명 초과 시 진행 / 규정포즈 7개·자유포즈 동일","4개 / 15명","3개 / 5개 / 10명 / 20명"
"보디빌딩 규정",44,"PART 3 · 남자 클래식 보디빌딩","남자 클래식 보디빌딩 복장 규정을 설명하시오.","단색 불투명 체조용 반바지 / 대둔근 전체·전면·측면 15cm 이상 / 패딩 금지·장식품 금지","체조용 반바지 / 전체 / 15cm","트렁크 / 보드 반바지 / 3/4 / 5cm / 10cm"
"보디빌딩 규정",45,"PART 3 · 남자 클래식 보디빌딩","남자 보디빌딩 트렁크와 클래식 보디빌딩 반바지의 복장 차이를 설명하시오.","보디빌딩: 트렁크(대둔근 3/4·측면 5cm) / 클래식: 체조용 반바지(대둔근 전체·측면 15cm·장식품 금지)","5cm / 15cm","3cm / 8cm / 10cm / 20cm"
"보디빌딩 규정",46,"PART 3 · 남자 클래식 보디빌딩","남자 클래식 보디빌딩 평가 기준을 설명하시오.","근육군은 체지방 적고 단단하며 둥근 형태 / 건강하고 체격 좋으며 근육 탄탄하게 발달된 전체적으로 다 갖춘 모습","둥근 형태 / 다 갖춘 모습","각진 형태 / 극단적 선명도 / 부족한 발달 / 과도한 체지방"
"보디빌딩 규정",47,"PART 3 · 남자 클래식 보디빌딩","남자 클래식 보디빌딩 오버롤 시니어·주니어·마스터 최대 참가 인원은?","시니어: 최대 5명 / 주니어: 최대 2명 / 마스터: 최대 3명","5명 / 2명 / 3명","4명 / 6명 / 1명 / 7명"
"보디빌딩 규정",48,"PART 4 · 남자 클래식 피지크","남자 클래식 피지크가 IFBB 공식 종목으로 인정받은 연도와 장소는?","2018년 11월 / 스페인 베니돔 IFBB 총회","2018년 11월 / 스페인 베니돔","2016년 / 2015년 / 중국 상하이 / 에콰도르 과야킬"
"보디빌딩 규정",49,"PART 4 · 남자 클래식 피지크","남자 클래식 피지크 시니어 체급별 최대 체중 공식을 설명하시오.","Class 1(168↓): (신장-100)+4 / Class 2(171↓): +6 / Class 3(175↓): +8 / Class 4(180↓): +11 / Class 5(180↑): 180~188cm: +13 / 188~196cm: +15 / 196↑: +17","Class 1(168↓): (신장-100)+4 / Class 2(171↓): (신장-100)+6 / Class 3(175↓): (신장-100)+8 / Class 4(180↓): (신장-100)+11 / Class 5(180↑): (신장-100)+13~+17","Class 1(168↓): (신장-100)+0 / Class 2(171↓): (신장-100)+2 / Class 4(180↓): (신장-100)+9"
"보디빌딩 규정",50,"PART 4 · 남자 클래식 피지크","남자 클래식 보디빌딩과 클래식 피지크의 체중 공식 차이를 설명하시오.","동일 신장 기준 클래식 보디빌딩이 더 낮은 체중 허용 / 피지크가 동일 신장 대비 4kg 더 높음 (예: 168cm → 클래식 +0, 피지크 +4)","낮은 / 4kg","높은 / 동일 / 2kg / 7kg"
"보디빌딩 규정",51,"PART 4 · 남자 클래식 피지크","남자 클래식 피지크 예선 라운드 규정포즈 4개를 말하시오.","Front Double Biceps / Side Chest / Back Double Biceps / Vacuum Pose","Front Double Biceps / Side Chest / Back Double Biceps / Vacuum Pose","Front Lat Spread / Abdominals & Thighs / Classic Pose"
"보디빌딩 규정",52,"PART 4 · 남자 클래식 피지크","남자 클래식 피지크 7개 규정포즈를 말하시오.","Front Double Biceps / Side Chest / Back Double Biceps / Vacuum Pose / Side Triceps / Abdominals & Thighs / Classic Pose(애슬릿 초이스)","Front Double Biceps / Side Chest / Back Double Biceps / Vacuum Pose / Side Triceps / Abdominals & Thighs / Classic Pose(애슬릿 초이스)","Front Lat Spread / Back Lat Spread / Most Muscular"
